ORDER_DATE,USER_NM,DESIGNATION,DESIGNATION_REPORT_TO,Path,METRIC_TYPE,VALUE
2025-10-01,Sales_User_6,SO,ASM North,3,Incentive,25500
2025-11-01,Sales_User_6,SO,ASM North,1,Target,600000
2025-11-01,Sales_User_6,SO,ASM North,2,Achieved,600000
2025-11-01,Sales_User_6,SO,ASM North,3,Incentive,48000
2025-12-01,Sales_User_6,SO,ASM North,1,Target,600000
2025-12-01,Sales_User_6,SO,ASM North,2,Achieved,528000
2025-12-01,Sales_User_6,SO,ASM North,3,Incentive,26400
2024-01-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-01-01,Sales_User_7,SO,ASM South,2,Achieved,522000
2024-01-01,Sales_User_7,SO,ASM South,3,Incentive,26100
2024-02-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-02-01,Sales_User_7,SO,ASM South,2,Achieved,432000
2024-02-01,Sales_User_7,SO,ASM South,3,Incentive,0
2024-03-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-03-01,Sales_User_7,SO,ASM South,2,Achieved,642000
2024-03-01,Sales_User_7,SO,ASM South,3,Incentive,51360
2024-04-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-04-01,Sales_User_7,SO,ASM South,2,Achieved,600000
2024-04-01,Sales_User_7,SO,ASM South,3,Incentive,48000
2024-05-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-05-01,Sales_User_7,SO,ASM South,2,Achieved,438000
2024-05-01,Sales_User_7,SO,ASM South,3,Incentive,0
2024-06-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-06-01,Sales_User_7,SO,ASM South,2,Achieved,522000
2024-06-01,Sales_User_7,SO,ASM South,3,Incentive,26100
2024-07-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-07-01,Sales_User_7,SO,ASM South,2,Achieved,744000
2024-07-01,Sales_User_7,SO,ASM South,3,Incentive,89280
2024-08-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-08-01,Sales_User_7,SO,ASM South,2,Achieved,504000
2024-08-01,Sales_User_7,SO,ASM South,3,Incentive,25200
2024-09-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-09-01,Sales_User_7,SO,ASM South,2,Achieved,474000
2024-09-01,Sales_User_7,SO,ASM South,3,Incentive,0
2024-10-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-10-01,Sales_User_7,SO,ASM South,2,Achieved,594000
2024-10-01,Sales_User_7,SO,ASM South,3,Incentive,29700
2024-11-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-11-01,Sales_User_7,SO,ASM South,2,Achieved,774000
2024-11-01,Sales_User_7,SO,ASM South,3,Incentive,92880
2024-12-01,Sales_User_7,SO,ASM South,1,Target,600000
2024-12-01,Sales_User_7,SO,ASM South,2,Achieved,510000
2024-12-01,Sales_User_7,SO,ASM South,3,Incentive,25500
2025-01-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-01-01,Sales_User_7,SO,ASM South,2,Achieved,660000
2025-01-01,Sales_User_7,SO,ASM South,3,Incentive,52800
2025-02-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-02-01,Sales_User_7,SO,ASM South,2,Achieved,696000
2025-02-01,Sales_User_7,SO,ASM South,3,Incentive,55680
2025-03-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-03-01,Sales_User_7,SO,ASM South,2,Achieved,504000
2025-03-01,Sales_User_7,SO,ASM South,3,Incentive,25200
2025-04-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-04-01,Sales_User_7,SO,ASM South,2,Achieved,683999
2025-04-01,Sales_User_7,SO,ASM South,3,Incentive,54719
2025-05-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-05-01,Sales_User_7,SO,ASM South,2,Achieved,552000
2025-05-01,Sales_User_7,SO,ASM South,3,Incentive,27600
2025-06-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-06-01,Sales_User_7,SO,ASM South,2,Achieved,648000
2025-06-01,Sales_User_7,SO,ASM South,3,Incentive,51840
2025-07-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-07-01,Sales_User_7,SO,ASM South,2,Achieved,648000
2025-07-01,Sales_User_7,SO,ASM South,3,Incentive,51840
2025-08-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-08-01,Sales_User_7,SO,ASM South,2,Achieved,612000
2025-08-01,Sales_User_7,SO,ASM South,3,Incentive,48960
2025-09-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-09-01,Sales_User_7,SO,ASM South,2,Achieved,450000
2025-09-01,Sales_User_7,SO,ASM South,3,Incentive,0
2025-10-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-10-01,Sales_User_7,SO,ASM South,2,Achieved,720000
2025-10-01,Sales_User_7,SO,ASM South,3,Incentive,86400
2025-11-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-11-01,Sales_User_7,SO,ASM South,2,Achieved,534000
2025-11-01,Sales_User_7,SO,ASM South,3,Incentive,26700
2025-12-01,Sales_User_7,SO,ASM South,1,Target,600000
2025-12-01,Sales_User_7,SO,ASM South,2,Achieved,486000
2025-12-01,Sales_User_7,SO,ASM South,3,Incentive,24300
2024-01-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-01-01,Sales_User_8,SO,ASM South,2,Achieved,432000
2024-01-01,Sales_User_8,SO,ASM South,3,Incentive,0
2024-02-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-02-01,Sales_User_8,SO,ASM South,2,Achieved,630000
2024-02-01,Sales_User_8,SO,ASM South,3,Incentive,50400
2024-03-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-03-01,Sales_User_8,SO,ASM South,2,Achieved,666000
2024-03-01,Sales_User_8,SO,ASM South,3,Incentive,53280
2024-04-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-04-01,Sales_User_8,SO,ASM South,2,Achieved,426000
2024-04-01,Sales_User_8,SO,ASM South,3,Incentive,0
2024-05-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-05-01,Sales_User_8,SO,ASM South,2,Achieved,606000
2024-05-01,Sales_User_8,SO,ASM South,3,Incentive,48480
2024-06-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-06-01,Sales_User_8,SO,ASM South,2,Achieved,504000
2024-06-01,Sales_User_8,SO,ASM South,3,Incentive,25200
2024-07-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-07-01,Sales_User_8,SO,ASM South,2,Achieved,654000
2024-07-01,Sales_User_8,SO,ASM South,3,Incentive,52320
2024-08-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-08-01,Sales_User_8,SO,ASM South,2,Achieved,480000
2024-08-01,Sales_User_8,SO,ASM South,3,Incentive,24000
2024-09-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-09-01,Sales_User_8,SO,ASM South,2,Achieved,666000
2024-09-01,Sales_User_8,SO,ASM South,3,Incentive,53280
2024-10-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-10-01,Sales_User_8,SO,ASM South,2,Achieved,558000
2024-10-01,Sales_User_8,SO,ASM South,3,Incentive,27900
2024-11-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-11-01,Sales_User_8,SO,ASM South,2,Achieved,756000
2024-11-01,Sales_User_8,SO,ASM South,3,Incentive,90720
2024-12-01,Sales_User_8,SO,ASM South,1,Target,600000
2024-12-01,Sales_User_8,SO,ASM South,2,Achieved,468000
2024-12-01,Sales_User_8,SO,ASM South,3,Incentive,0
2025-01-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-01-01,Sales_User_8,SO,ASM South,2,Achieved,540000
2025-01-01,Sales_User_8,SO,ASM South,3,Incentive,27000
2025-02-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-02-01,Sales_User_8,SO,ASM South,2,Achieved,462000
2025-02-01,Sales_User_8,SO,ASM South,3,Incentive,0
2025-03-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-03-01,Sales_User_8,SO,ASM South,2,Achieved,750000
2025-03-01,Sales_User_8,SO,ASM South,3,Incentive,90000
2025-04-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-04-01,Sales_User_8,SO,ASM South,2,Achieved,738000
2025-04-01,Sales_User_8,SO,ASM South,3,Incentive,88560
2025-05-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-05-01,Sales_User_8,SO,ASM South,2,Achieved,510000
2025-05-01,Sales_User_8,SO,ASM South,3,Incentive,25500
2025-06-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-06-01,Sales_User_8,SO,ASM South,2,Achieved,660000
2025-06-01,Sales_User_8,SO,ASM South,3,Incentive,52800
2025-07-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-07-01,Sales_User_8,SO,ASM South,2,Achieved,714000
2025-07-01,Sales_User_8,SO,ASM South,3,Incentive,57120
2025-08-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-08-01,Sales_User_8,SO,ASM South,2,Achieved,618000
2025-08-01,Sales_User_8,SO,ASM South,3,Incentive,49440
2025-09-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-09-01,Sales_User_8,SO,ASM South,2,Achieved,612000
2025-09-01,Sales_User_8,SO,ASM South,3,Incentive,48960
2025-10-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-10-01,Sales_User_8,SO,ASM South,2,Achieved,510000
2025-10-01,Sales_User_8,SO,ASM South,3,Incentive,25500
2025-11-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-11-01,Sales_User_8,SO,ASM South,2,Achieved,456000
2025-11-01,Sales_User_8,SO,ASM South,3,Incentive,0
2025-12-01,Sales_User_8,SO,ASM South,1,Target,600000
2025-12-01,Sales_User_8,SO,ASM South,2,Achieved,744000
2025-12-01,Sales_User_8,SO,ASM South,3,Incentive,89280
2024-01-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-01-01,Sales_User_9,TSI,ASM South,2,Achieved,992000
2024-01-01,Sales_User_9,TSI,ASM South,3,Incentive,119040
2024-02-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-02-01,Sales_User_9,TSI,ASM South,2,Achieved,864000
2024-02-01,Sales_User_9,TSI,ASM South,3,Incentive,69120
2024-03-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-03-01,Sales_User_9,TSI,ASM South,2,Achieved,720000
2024-03-01,Sales_User_9,TSI,ASM South,3,Incentive,36000
2024-04-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-04-01,Sales_User_9,TSI,ASM South,2,Achieved,728000
2024-04-01,Sales_User_9,TSI,ASM South,3,Incentive,36400
2024-05-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-05-01,Sales_User_9,TSI,ASM South,2,Achieved,911999
2024-05-01,Sales_User_9,TSI,ASM South,3,Incentive,72959
2024-06-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-06-01,Sales_User_9,TSI,ASM South,2,Achieved,992000
2024-06-01,Sales_User_9,TSI,ASM South,3,Incentive,119040
2024-07-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-07-01,Sales_User_9,TSI,ASM South,2,Achieved,984000
2024-07-01,Sales_User_9,TSI,ASM South,3,Incentive,118080
2024-08-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-08-01,Sales_User_9,TSI,ASM South,2,Achieved,936000
2024-08-01,Sales_User_9,TSI,ASM South,3,Incentive,74880
2024-09-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-09-01,Sales_User_9,TSI,ASM South,2,Achieved,872000
2024-09-01,Sales_User_9,TSI,ASM South,3,Incentive,69760
2024-10-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-10-01,Sales_User_9,TSI,ASM South,2,Achieved,600000
2024-10-01,Sales_User_9,TSI,ASM South,3,Incentive,0
2024-11-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-11-01,Sales_User_9,TSI,ASM South,2,Achieved,640000
2024-11-01,Sales_User_9,TSI,ASM South,3,Incentive,32000
2024-12-01,Sales_User_9,TSI,ASM South,1,Target,800000
2024-12-01,Sales_User_9,TSI,ASM South,2,Achieved,992000
2024-12-01,Sales_User_9,TSI,ASM South,3,Incentive,119040
2025-01-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-01-01,Sales_User_9,TSI,ASM South,2,Achieved,848000
2025-01-01,Sales_User_9,TSI,ASM South,3,Incentive,67840
2025-02-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-02-01,Sales_User_9,TSI,ASM South,2,Achieved,568000
2025-02-01,Sales_User_9,TSI,ASM South,3,Incentive,0
2025-03-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-03-01,Sales_User_9,TSI,ASM South,2,Achieved,608000
2025-03-01,Sales_User_9,TSI,ASM South,3,Incentive,0
2025-04-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-04-01,Sales_User_9,TSI,ASM South,2,Achieved,880000
2025-04-01,Sales_User_9,TSI,ASM South,3,Incentive,70400
2025-05-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-05-01,Sales_User_9,TSI,ASM South,2,Achieved,560000
2025-05-01,Sales_User_9,TSI,ASM South,3,Incentive,0
2025-06-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-06-01,Sales_User_9,TSI,ASM South,2,Achieved,640000
2025-06-01,Sales_User_9,TSI,ASM South,3,Incentive,32000
2025-07-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-07-01,Sales_User_9,TSI,ASM South,2,Achieved,824000
2025-07-01,Sales_User_9,TSI,ASM South,3,Incentive,65920
2025-08-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-08-01,Sales_User_9,TSI,ASM South,2,Achieved,896000
2025-08-01,Sales_User_9,TSI,ASM South,3,Incentive,71680
2025-09-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-09-01,Sales_User_9,TSI,ASM South,2,Achieved,872000
2025-09-01,Sales_User_9,TSI,ASM South,3,Incentive,69760
2025-10-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-10-01,Sales_User_9,TSI,ASM South,2,Achieved,664000
2025-10-01,Sales_User_9,TSI,ASM South,3,Incentive,33200
2025-11-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-11-01,Sales_User_9,TSI,ASM South,2,Achieved,903999
2025-11-01,Sales_User_9,TSI,ASM South,3,Incentive,72319
2025-12-01,Sales_User_9,TSI,ASM South,1,Target,800000
2025-12-01,Sales_User_9,TSI,ASM South,2,Achieved,672000
2025-12-01,Sales_User_9,TSI,ASM South,3,Incentive,33600
2024-01-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-01-01,Sales_User_10,TSI,ASM East,2,Achieved,720000
2024-01-01,Sales_User_10,TSI,ASM East,3,Incentive,36000
2024-02-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-02-01,Sales_User_10,TSI,ASM East,2,Achieved,919999
2024-02-01,Sales_User_10,TSI,ASM East,3,Incentive,73599
2024-03-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-03-01,Sales_User_10,TSI,ASM East,2,Achieved,872000
2024-03-01,Sales_User_10,TSI,ASM East,3,Incentive,69760
2024-04-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-04-01,Sales_User_10,TSI,ASM East,2,Achieved,968000
2024-04-01,Sales_User_10,TSI,ASM East,3,Incentive,116160
2024-05-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-05-01,Sales_User_10,TSI,ASM East,2,Achieved,872000
2024-05-01,Sales_User_10,TSI,ASM East,3,Incentive,69760
2024-06-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-06-01,Sales_User_10,TSI,ASM East,2,Achieved,832000
2024-06-01,Sales_User_10,TSI,ASM East,3,Incentive,66560
2024-07-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-07-01,Sales_User_10,TSI,ASM East,2,Achieved,608000
2024-07-01,Sales_User_10,TSI,ASM East,3,Incentive,0
2024-08-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-08-01,Sales_User_10,TSI,ASM East,2,Achieved,736000
2024-08-01,Sales_User_10,TSI,ASM East,3,Incentive,36800
2024-09-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-09-01,Sales_User_10,TSI,ASM East,2,Achieved,688000
2024-09-01,Sales_User_10,TSI,ASM East,3,Incentive,34400
2024-10-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-10-01,Sales_User_10,TSI,ASM East,2,Achieved,680000
2024-10-01,Sales_User_10,TSI,ASM East,3,Incentive,34000
2024-11-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-11-01,Sales_User_10,TSI,ASM East,2,Achieved,1024000
2024-11-01,Sales_User_10,TSI,ASM East,3,Incentive,122880
2024-12-01,Sales_User_10,TSI,ASM East,1,Target,800000
2024-12-01,Sales_User_10,TSI,ASM East,2,Achieved,752000
2024-12-01,Sales_User_10,TSI,ASM East,3,Incentive,37600
2025-01-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-01-01,Sales_User_10,TSI,ASM East,2,Achieved,992000
2025-01-01,Sales_User_10,TSI,ASM East,3,Incentive,119040
2025-02-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-02-01,Sales_User_10,TSI,ASM East,2,Achieved,864000
2025-02-01,Sales_User_10,TSI,ASM East,3,Incentive,69120
2025-03-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-03-01,Sales_User_10,TSI,ASM East,2,Achieved,944000
2025-03-01,Sales_User_10,TSI,ASM East,3,Incentive,75520
2025-04-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-04-01,Sales_User_10,TSI,ASM East,2,Achieved,800000
2025-04-01,Sales_User_10,TSI,ASM East,3,Incentive,64000
2025-05-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-05-01,Sales_User_10,TSI,ASM East,2,Achieved,840000
2025-05-01,Sales_User_10,TSI,ASM East,3,Incentive,67200
2025-06-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-06-01,Sales_User_10,TSI,ASM East,2,Achieved,800000
2025-06-01,Sales_User_10,TSI,ASM East,3,Incentive,64000
2025-07-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-07-01,Sales_User_10,TSI,ASM East,2,Achieved,656000
2025-07-01,Sales_User_10,TSI,ASM East,3,Incentive,32800
2025-08-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-08-01,Sales_User_10,TSI,ASM East,2,Achieved,903999
2025-08-01,Sales_User_10,TSI,ASM East,3,Incentive,72319
2025-09-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-09-01,Sales_User_10,TSI,ASM East,2,Achieved,696000
2025-09-01,Sales_User_10,TSI,ASM East,3,Incentive,34800
2025-10-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-10-01,Sales_User_10,TSI,ASM East,2,Achieved,568000
2025-10-01,Sales_User_10,TSI,ASM East,3,Incentive,0
2025-11-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-11-01,Sales_User_10,TSI,ASM East,2,Achieved,872000
2025-11-01,Sales_User_10,TSI,ASM East,3,Incentive,69760
2025-12-01,Sales_User_10,TSI,ASM East,1,Target,800000
2025-12-01,Sales_User_10,TSI,ASM East,2,Achieved,648000
2025-12-01,Sales_User_10,TSI,ASM East,3,Incentive,32400
2024-01-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-01-01,Sales_User_11,SO,ASM South,2,Achieved,756000
2024-01-01,Sales_User_11,SO,ASM South,3,Incentive,90720
2024-02-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-02-01,Sales_User_11,SO,ASM South,2,Achieved,762000
2024-02-01,Sales_User_11,SO,ASM South,3,Incentive,91440
2024-03-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-03-01,Sales_User_11,SO,ASM South,2,Achieved,750000
2024-03-01,Sales_User_11,SO,ASM South,3,Incentive,90000
2024-04-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-04-01,Sales_User_11,SO,ASM South,2,Achieved,552000
2024-04-01,Sales_User_11,SO,ASM South,3,Incentive,27600
2024-05-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-05-01,Sales_User_11,SO,ASM South,2,Achieved,426000
2024-05-01,Sales_User_11,SO,ASM South,3,Incentive,0
2024-06-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-06-01,Sales_User_11,SO,ASM South,2,Achieved,756000
2024-06-01,Sales_User_11,SO,ASM South,3,Incentive,90720
2024-07-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-07-01,Sales_User_11,SO,ASM South,2,Achieved,576000
2024-07-01,Sales_User_11,SO,ASM South,3,Incentive,28800
2024-08-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-08-01,Sales_User_11,SO,ASM South,2,Achieved,768000
2024-08-01,Sales_User_11,SO,ASM South,3,Incentive,92160
2024-09-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-09-01,Sales_User_11,SO,ASM South,2,Achieved,768000
2024-09-01,Sales_User_11,SO,ASM South,3,Incentive,92160
2024-10-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-10-01,Sales_User_11,SO,ASM South,2,Achieved,726000
2024-10-01,Sales_User_11,SO,ASM South,3,Incentive,87120
2024-11-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-11-01,Sales_User_11,SO,ASM South,2,Achieved,528000
2024-11-01,Sales_User_11,SO,ASM South,3,Incentive,26400
2024-12-01,Sales_User_11,SO,ASM South,1,Target,600000
2024-12-01,Sales_User_11,SO,ASM South,2,Achieved,558000
2024-12-01,Sales_User_11,SO,ASM South,3,Incentive,27900
2025-01-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-01-01,Sales_User_11,SO,ASM South,2,Achieved,726000
2025-01-01,Sales_User_11,SO,ASM South,3,Incentive,87120
2025-02-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-02-01,Sales_User_11,SO,ASM South,2,Achieved,534000
2025-02-01,Sales_User_11,SO,ASM South,3,Incentive,26700
2025-03-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-03-01,Sales_User_11,SO,ASM South,2,Achieved,480000
2025-03-01,Sales_User_11,SO,ASM South,3,Incentive,24000
2025-04-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-04-01,Sales_User_11,SO,ASM South,2,Achieved,618000
2025-04-01,Sales_User_11,SO,ASM South,3,Incentive,49440
2025-05-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-05-01,Sales_User_11,SO,ASM South,2,Achieved,756000
2025-05-01,Sales_User_11,SO,ASM South,3,Incentive,90720
2025-06-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-06-01,Sales_User_11,SO,ASM South,2,Achieved,672000
2025-06-01,Sales_User_11,SO,ASM South,3,Incentive,53760
2025-07-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-07-01,Sales_User_11,SO,ASM South,2,Achieved,624000
2025-07-01,Sales_User_11,SO,ASM South,3,Incentive,49920
2025-08-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-08-01,Sales_User_11,SO,ASM South,2,Achieved,456000
2025-08-01,Sales_User_11,SO,ASM South,3,Incentive,0
2025-09-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-09-01,Sales_User_11,SO,ASM South,2,Achieved,642000
2025-09-01,Sales_User_11,SO,ASM South,3,Incentive,51360
2025-10-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-10-01,Sales_User_11,SO,ASM South,2,Achieved,774000
2025-10-01,Sales_User_11,SO,ASM South,3,Incentive,92880
2025-11-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-11-01,Sales_User_11,SO,ASM South,2,Achieved,468000
2025-11-01,Sales_User_11,SO,ASM South,3,Incentive,0
2025-12-01,Sales_User_11,SO,ASM South,1,Target,600000
2025-12-01,Sales_User_11,SO,ASM South,2,Achieved,606000
2025-12-01,Sales_User_11,SO,ASM South,3,Incentive,48480
2024-01-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-01-01,Sales_User_12,TSI,ASM East,2,Achieved,984000
2024-01-01,Sales_User_12,TSI,ASM East,3,Incentive,118080
2024-02-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-02-01,Sales_User_12,TSI,ASM East,2,Achieved,911999
2024-02-01,Sales_User_12,TSI,ASM East,3,Incentive,72959
2024-03-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-03-01,Sales_User_12,TSI,ASM East,2,Achieved,896000
2024-03-01,Sales_User_12,TSI,ASM East,3,Incentive,71680
2024-04-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-04-01,Sales_User_12,TSI,ASM East,2,Achieved,896000
2024-04-01,Sales_User_12,TSI,ASM East,3,Incentive,71680
2024-05-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-05-01,Sales_User_12,TSI,ASM East,2,Achieved,736000
2024-05-01,Sales_User_12,TSI,ASM East,3,Incentive,36800
2024-06-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-06-01,Sales_User_12,TSI,ASM East,2,Achieved,704000
2024-06-01,Sales_User_12,TSI,ASM East,3,Incentive,35200
2024-07-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-07-01,Sales_User_12,TSI,ASM East,2,Achieved,952000
2024-07-01,Sales_User_12,TSI,ASM East,3,Incentive,76160
2024-08-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-08-01,Sales_User_12,TSI,ASM East,2,Achieved,952000
2024-08-01,Sales_User_12,TSI,ASM East,3,Incentive,76160
2024-09-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-09-01,Sales_User_12,TSI,ASM East,2,Achieved,976000
2024-09-01,Sales_User_12,TSI,ASM East,3,Incentive,117120
2024-10-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-10-01,Sales_User_12,TSI,ASM East,2,Achieved,1000000
2024-10-01,Sales_User_12,TSI,ASM East,3,Incentive,120000
2024-11-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-11-01,Sales_User_12,TSI,ASM East,2,Achieved,808000
2024-11-01,Sales_User_12,TSI,ASM East,3,Incentive,64640
2024-12-01,Sales_User_12,TSI,ASM East,1,Target,800000
2024-12-01,Sales_User_12,TSI,ASM East,2,Achieved,800000
2024-12-01,Sales_User_12,TSI,ASM East,3,Incentive,64000
2025-01-01,Sales_User_12,TSI,ASM East,1,Target,800000
2025-01-01,Sales_User_12,TSI,ASM East,2,Achieved,944000
2025-01-01,Sales_User_12,TSI,ASM East,3,Incentive,75520
2025-02-01,Sales_User_12,TSI,ASM East,1,Target,800000
2025-02-01,Sales_User_12,TSI,ASM East,2,Achieved,872000
2025-02-01,Sales_User_12,TSI,ASM East,3,Incentive,69760
2025-03-01,Sales_User_12,TSI,ASM East,1,Target,800000
2025-03-01,Sales_User_12,TSI,ASM East,2,Achieved,896000
2025-03-01,Sales_User_12,TSI,ASM East,3,Incentive,71680
2025-04-01,Sales_User_12,TSI,ASM East,1,Target,800000
2025-04-01,Sales_User_12,TSI,ASM East,2,Achieved,944000
2025-04-01,Sales_User_12,TSI,ASM East,3,Incentive,75520
2025-05-01,Sales_User_12,TSI,ASM East,1,Target,800000
2025-05-01,Sales_User_12,TSI,ASM East,2,Achieved,984000
2025-05-01,Sales_User_12,TSI,ASM East,3,Incentive,118080
2025-06-01,Sales_User_12,TSI,ASM East,1,Target,800000
2025-06-01,Sales_User_12,TSI,ASM East,2,Achieved,720000
2025-06-01,Sales_User_12,TSI,ASM East,3,Incentive,36000
2025-07-01,Sales_User_12,TSI,ASM East,1,Target,800000
2025-07-01,Sales_User_12,TSI,ASM East,2,Achieved,744000
2025-07-01,Sales_User_12,TSI,ASM East,3,Incentive,37200
2025-08-01,Sales_User_12,TSI,ASM East,1,Target,800000
